genres,release_year,id,playtime_forever
RPG,2014.0,330830.0,1140327
Adventure,2013.0,249870.0,297991
Action,2013.0,249870.0,297991
Casual,2013.0,249870.0,297991
Strategy,2013.0,249870.0,297991
Adventure,1983.0,227380.0,3473
Action,1983.0,227380.0,3473
Casual,1983.0,227380.0,3473
Adventure,2009.0,32440.0,607700
Action,2009.0,32440.0,607700
Casual,2009.0,32440.0,607700
Adventure,2012.0,208480.0,3944032
Action,2012.0,208480.0,3944032
Casual,2012.0,208480.0,3944032
Adventure,2012.0,214510.0,541175
Action,2012.0,214510.0,541175
Casual,2012.0,214510.0,541175
Adventure,2013.0,237630.0,82483
Action,2013.0,237630.0,82483
Casual,2013.0,237630.0,82483
Adventure,2013.0,249130.0,2884697
Action,2013.0,249130.0,2884697
Casual,2013.0,249130.0,2884697
Adventure,2014.0,260230.0,261410
Action,2014.0,260230.0,261410
Education,2014.0,260230.0,261410
Indie,2014.0,260230.0,261410
Casual,2014.0,260230.0,261410
RPG,2014.0,260230.0,261410
Adventure,2013.0,247120.0,4396
Action,2013.0,247120.0,4396
Free to Play,2013.0,247120.0,4396
Strategy,2013.0,247120.0,4396
Adventure,2013.0,242590.0,41356
Action,2013.0,242590.0,41356
Free to Play,2013.0,242590.0,41356
Adventure,2016.0,405310.0,137498
Action,2016.0,405310.0,137498
Free to Play,2016.0,405310.0,137498
Adventure,2016.0,467220.0,6226
Action,2016.0,467220.0,6226
Indie,2016.0,467220.0,6226
Casual,2016.0,467220.0,6226
Simulation,2016.0,467220.0,6226
Adventure,2016.0,447860.0,9
Action,2016.0,447860.0,9
Indie,2016.0,447860.0,9
Casual,2016.0,447860.0,9
Adventure,2016.0,398850.0,8917
Action,2016.0,398850.0,8917
Indie,2016.0,398850.0,8917
RPG,2016.0,398850.0,8917
Education,2016.0,398850.0,8917
Adventure,2016.0,422650.0,2230
Action,2016.0,422650.0,2230
Indie,2016.0,422650.0,2230
RPG,2016.0,422650.0,2230
Strategy,2016.0,422650.0,2230
Adventure,2003.0,349100.0,867
Action,2003.0,349100.0,867
Indie,2003.0,349100.0,867
RPG,2003.0,349100.0,867
Adventure,2015.0,242840.0,16269
Action,2015.0,242840.0,16269
Indie,2015.0,242840.0,16269
RPG,2015.0,242840.0,16269
Adventure,2015.0,261570.0,420991
Action,2015.0,261570.0,420991
Indie,2015.0,261570.0,420991
RPG,2015.0,261570.0,420991
Adventure,2015.0,319910.0,66507
Action,2015.0,319910.0,66507
Indie,2015.0,319910.0,66507
RPG,2015.0,319910.0,66507
Adventure,2016.0,257850.0,186509
Action,2016.0,257850.0,186509
Indie,2016.0,257850.0,186509
RPG,2016.0,257850.0,186509
Adventure,2016.0,386080.0,1071
Action,2016.0,386080.0,1071
Indie,2016.0,386080.0,1071
RPG,2016.0,386080.0,1071
Adventure,2016.0,387290.0,48727
Action,2016.0,387290.0,48727
Indie,2016.0,387290.0,48727
RPG,2016.0,387290.0,48727
Adventure,2016.0,444720.0,7358
Action,2016.0,444720.0,7358
Indie,2016.0,444720.0,7358
RPG,2016.0,444720.0,7358
Adventure,2017.0,344240.0,6793
Action,2017.0,344240.0,6793
Indie,2017.0,344240.0,6793
Strategy,2017.0,344240.0,6793
RPG,2017.0,344240.0,6793
Adventure,2016.0,434730.0,27402
Action,2016.0,434730.0,27402
Indie,2016.0,434730.0,27402
Strategy,2016.0,434730.0,27402
Adventure,2005.0,3830.0,977809
Action,2005.0,3830.0,977809
Indie,2005.0,3830.0,977809
Adventure,2008.0,16710.0,3350
Action,2008.0,16710.0,3350
Indie,2008.0,16710.0,3350
Adventure,2013.0,231330.0,41908
Action,2013.0,231330.0,41908
Indie,2013.0,231330.0,41908
Adventure,2013.0,238320.0,761982
Action,2013.0,238320.0,761982
Indie,2013.0,238320.0,761982
Adventure,2014.0,241260.0,59799
Action,2014.0,241260.0,59799
Indie,2014.0,241260.0,59799
Adventure,2014.0,263680.0,7340
Action,2014.0,263680.0,7340
Indie,2014.0,263680.0,7340
Adventure,2015.0,277520.0,11486
Action,2015.0,277520.0,11486
Indie,2015.0,277520.0,11486
Adventure,2015.0,287840.0,8339
Action,2015.0,287840.0,8339
Indie,2015.0,287840.0,8339
Adventure,2015.0,314660.0,106164
Action,2015.0,314660.0,106164
Indie,2015.0,314660.0,106164
Adventure,2015.0,322680.0,7176
Action,2015.0,322680.0,7176
Indie,2015.0,322680.0,7176
Adventure,2015.0,323580.0,20069
Action,2015.0,323580.0,20069
Indie,2015.0,323580.0,20069
Adventure,2015.0,335200.0,7053
Action,2015.0,335200.0,7053
Indie,2015.0,335200.0,7053
Adventure,2015.0,354030.0,8389
Action,2015.0,354030.0,8389
Indie,2015.0,354030.0,8389
Adventure,2015.0,368830.0,5941
Action,2015.0,368830.0,5941
Indie,2015.0,368830.0,5941
Adventure,2015.0,382160.0,6
Action,2015.0,382160.0,6
Indie,2015.0,382160.0,6
Adventure,2015.0,382570.0,147
Action,2015.0,382570.0,147
Indie,2015.0,382570.0,147
Adventure,2016.0,406170.0,642
Action,2016.0,406170.0,642
Indie,2016.0,406170.0,642
Adventure,2016.0,409280.0,366
Action,2016.0,409280.0,366
Indie,2016.0,409280.0,366
Adventure,2016.0,411960.0,26087
Action,2016.0,411960.0,26087
Indie,2016.0,411960.0,26087
Adventure,2016.0,437530.0,47
Action,2016.0,437530.0,47
Indie,2016.0,437530.0,47
Adventure,2016.0,441280.0,0
Action,2016.0,441280.0,0
Indie,2016.0,441280.0,0
Adventure,2016.0,443570.0,454
Action,2016.0,443570.0,454
Indie,2016.0,443570.0,454
Adventure,2016.0,461520.0,1166
Action,2016.0,461520.0,1166
Indie,2016.0,461520.0,1166
Adventure,2017.0,448320.0,420
Action,2017.0,448320.0,420
Indie,2017.0,448320.0,420
Adventure,2017.0,346110.0,38126767
Action,2017.0,346110.0,38126767
Massively Multiplayer,2017.0,346110.0,38126767
RPG,2017.0,346110.0,38126767
Indie,2017.0,346110.0,38126767
Free to Play,2017.0,346110.0,38126767
Adventure,2016.0,495350.0,2096
Action,2016.0,495350.0,2096
Massively Multiplayer,2016.0,495350.0,2096
Adventure,2014.0,267530.0,361451
Action,2014.0,267530.0,361451
RPG,2014.0,267530.0,361451
Casual,2014.0,267530.0,361451
Adventure,2014.0,327440.0,1812
Action,2014.0,327440.0,1812
RPG,2014.0,327440.0,1812
Indie,2014.0,327440.0,1812
Casual,2014.0,327440.0,1812
Adventure,2014.0,242640.0,220249
Action,2014.0,242640.0,220249
RPG,2014.0,242640.0,220249
Indie,2014.0,242640.0,220249
Adventure,2014.0,258590.0,19545
Action,2014.0,258590.0,19545
RPG,2014.0,258590.0,19545
Indie,2014.0,258590.0,19545
Adventure,2016.0,414290.0,17339
Action,2016.0,414290.0,17339
RPG,2016.0,414290.0,17339
Indie,2016.0,414290.0,17339
Adventure,2014.0,285160.0,341270
Action,2014.0,285160.0,341270
RPG,2014.0,285160.0,341270
Strategy,2014.0,285160.0,341270
Indie,2014.0,285160.0,341270
Adventure,1994.0,397330.0,1063
Action,1994.0,397330.0,1063
RPG,1994.0,397330.0,1063
Adventure,2013.0,203160.0,5376640
Action,2013.0,203160.0,5376640
RPG,2013.0,203160.0,5376640
Adventure,2014.0,233290.0,210369
Action,2014.0,233290.0,210369
RPG,2014.0,233290.0,210369
Adventure,2014.0,289690.0,34902
Action,2014.0,289690.0,34902
RPG,2014.0,289690.0,34902
Adventure,2014.0,298890.0,3638
Action,2014.0,298890.0,3638
RPG,2014.0,298890.0,3638
Adventure,2014.0,336610.0,11489
Action,2014.0,336610.0,11489
RPG,2014.0,336610.0,11489
Adventure,2015.0,238370.0,282076
Action,2015.0,238370.0,282076
RPG,2015.0,238370.0,282076
Adventure,2015.0,306670.0,2672
Action,2015.0,306670.0,2672
RPG,2015.0,306670.0,2672
Adventure,2015.0,312840.0,68350
Action,2015.0,312840.0,68350
RPG,2015.0,312840.0,68350
Adventure,2015.0,384570.0,1013
Action,2015.0,384570.0,1013
RPG,2015.0,384570.0,1013
Adventure,2015.0,398000.0,219
Action,2015.0,398000.0,219
RPG,2015.0,398000.0,219
Adventure,2011.0,71250.0,172945
Action,2011.0,71250.0,172945
Racing,2011.0,71250.0,172945
Adventure,2017.0,332310.0,341250
Action,2017.0,332310.0,341250
Simulation,2017.0,332310.0,341250
Casual,2017.0,332310.0,341250
Adventure,2015.0,322920.0,170628
Action,2015.0,322920.0,170628
Simulation,2015.0,322920.0,170628
Strategy,2015.0,322920.0,170628
Adventure,2011.0,41740.0,18186
Action,2011.0,41740.0,18186
Simulation,2011.0,41740.0,18186
Adventure,2015.0,352400.0,286577
Action,2015.0,352400.0,286577
Simulation,2015.0,352400.0,286577
Adventure,2015.0,359650.0,329
Action,2015.0,359650.0,329
Simulation,2015.0,359650.0,329
Adventure,2015.0,364800.0,410
Action,2015.0,364800.0,410
Simulation,2015.0,364800.0,410
Adventure,2011.0,110800.0,2094070
Action,2011.0,110800.0,2094070
Strategy,2011.0,110800.0,2094070
RPG,2011.0,110800.0,2094070
Adventure,2010.0,15740.0,62836
Action,2010.0,15740.0,62836
Strategy,2010.0,15740.0,62836
Adventure,2010.0,15750.0,104162
Action,2010.0,15750.0,104162
Strategy,2010.0,15750.0,104162
Adventure,2011.0,620.0,26161190
Action,2011.0,620.0,26161190
Strategy,2011.0,620.0,26161190
Adventure,1988.0,308000.0,16001
Action,1988.0,308000.0,16001
Adventure,1989.0,302330.0,607
Action,1989.0,302330.0,607
Adventure,1991.0,358170.0,86
Action,1991.0,358170.0,86
Adventure,1993.0,283430.0,895
Action,1993.0,283430.0,895
Adventure,1996.0,38490.0,1298
Action,1996.0,38490.0,1298
Adventure,1996.0,400370.0,27988
Action,1996.0,400370.0,27988
Adventure,1997.0,15700.0,264055
Action,1997.0,15700.0,264055
Adventure,1998.0,15710.0,151985
Action,1998.0,15710.0,151985
Adventure,1999.0,41600.0,2030
Action,1999.0,41600.0,2030
Adventure,2001.0,224940.0,11551
Action,2001.0,224940.0,11551
Adventure,2003.0,15130.0,50131
Action,2003.0,15130.0,50131
Adventure,2003.0,302210.0,159
Action,2003.0,302210.0,159
Adventure,2003.0,331450.0,202
Action,2003.0,331450.0,202
Adventure,2005.0,339040.0,661
Action,2005.0,339040.0,661
Adventure,2006.0,7000.0,69456
Action,2006.0,7000.0,69456
Adventure,2006.0,8210.0,30332
Action,2006.0,8210.0,30332
Adventure,2006.0,22340.0,41815
Action,2006.0,22340.0,41815
Adventure,2007.0,8220.0,19672
Action,2007.0,8220.0,19672
Adventure,2007.0,8240.0,18682
Action,2007.0,8240.0,18682
Adventure,2007.0,8250.0,15318
Action,2007.0,8250.0,15318
Adventure,2007.0,15080.0,3728
Action,2007.0,15080.0,3728
Adventure,2007.0,301980.0,3369
Action,2007.0,301980.0,3369
Adventure,2007.0,322130.0,4
Action,2007.0,322130.0,4
Adventure,2008.0,8140.0,104622
Action,2008.0,8140.0,104622
Adventure,2008.0,19000.0,23858
Action,2008.0,19000.0,23858
Adventure,2008.0,32330.0,29407
Action,2008.0,32330.0,29407
Adventure,2008.0,259170.0,9128
Action,2008.0,259170.0,9128
Adventure,2008.0,331750.0,1503
Action,2008.0,331750.0,1503
Adventure,2009.0,35000.0,75474
Action,2009.0,35000.0,75474
Adventure,2010.0,32450.0,135842
Action,2010.0,32450.0,135842
Adventure,2010.0,57000.0,2840
Action,2010.0,57000.0,2840
Adventure,2010.0,316030.0,3650
Action,2010.0,316030.0,3650
Adventure,2010.0,318950.0,523
Action,2010.0,318950.0,523
Adventure,2011.0,316260.0,5781
Action,2011.0,316260.0,5781
Adventure,2012.0,203650.0,48383
Action,2012.0,203650.0,48383
Adventure,2012.0,204120.0,79780
Action,2012.0,204120.0,79780
Adventure,2012.0,207490.0,148819
Action,2012.0,207490.0,148819
Adventure,2012.0,207610.0,4772973
Action,2012.0,207610.0,4772973
Adventure,2012.0,219950.0,4761
Action,2012.0,219950.0,4761
Adventure,2012.0,224960.0,57743
Action,2012.0,224960.0,57743
Adventure,2012.0,224980.0,20156
Action,2012.0,224980.0,20156
Adventure,2012.0,225300.0,46179
Action,2012.0,225300.0,46179
Adventure,2012.0,225320.0,32868
Action,2012.0,225320.0,32868
Adventure,2012.0,301830.0,37
Action,2012.0,301830.0,37
Adventure,2013.0,209630.0,19019
Action,2013.0,209630.0,19019
Adventure,2013.0,233550.0,8147
Action,2013.0,233550.0,8147
Adventure,2013.0,242550.0,199289
Action,2013.0,242550.0,199289
Adventure,2013.0,245280.0,81384
Action,2013.0,245280.0,81384
Adventure,2013.0,247660.0,74095
Action,2013.0,247660.0,74095
Adventure,2013.0,250320.0,1251723
Action,2013.0,250320.0,1251723
Adventure,2013.0,259190.0,731
Action,2013.0,259190.0,731
Adventure,2013.0,261030.0,1811760
Action,2013.0,261030.0,1811760
Adventure,2014.0,226560.0,20822
Action,2014.0,226560.0,20822
Adventure,2014.0,255390.0,8765
Action,2014.0,255390.0,8765
Adventure,2014.0,312050.0,0
Action,2014.0,312050.0,0
Adventure,2014.0,313040.0,1024
Action,2014.0,313040.0,1024
Adventure,2014.0,313690.0,558086
Action,2014.0,313690.0,558086
Adventure,2014.0,321080.0,0
Action,2014.0,321080.0,0
Adventure,2015.0,295910.0,5444
Action,2015.0,295910.0,5444
Adventure,2015.0,329440.0,40144
Action,2015.0,329440.0,40144
Adventure,2015.0,341870.0,3773
Action,2015.0,341870.0,3773
Adventure,2015.0,345390.0,60136
Action,2015.0,345390.0,60136
Adventure,2015.0,347080.0,195
Action,2015.0,347080.0,195
Adventure,2016.0,339340.0,60510
Action,2016.0,339340.0,60510
Adventure,2016.0,350640.0,3141
Action,2016.0,350640.0,3141
Adventure,2016.0,406720.0,28
Action,2016.0,406720.0,28
Adventure,2016.0,413410.0,203768
Action,2016.0,413410.0,203768
Adventure,2016.0,429570.0,49305
Action,2016.0,429570.0,49305
Adventure,2016.0,438640.0,88452
Action,2016.0,438640.0,88452
Adventure,2016.0,443380.0,10200
Action,2016.0,443380.0,10200
Adventure,2016.0,460700.0,9077
Action,2016.0,460700.0,9077
Adventure,2016.0,498240.0,26698
Action,2016.0,498240.0,26698
Adventure,2016.0,504980.0,9275
Action,2016.0,504980.0,9275
Adventure,1984.0,240340.0,384
Casual,1984.0,240340.0,384
Action,1984.0,240340.0,384
Adventure,1991.0,240360.0,1355
Casual,1991.0,240360.0,1355
Action,1991.0,240360.0,1355
Adventure,2013.0,231910.0,13021
Casual,2013.0,231910.0,13021
Action,2013.0,231910.0,13021
Adventure,2014.0,318350.0,176
Casual,2014.0,318350.0,176
Action,2014.0,318350.0,176
Adventure,2015.0,345610.0,125311
Casual,2015.0,345610.0,125311
Action,2015.0,345610.0,125311
Adventure,1994.0,283940.0,9966
Casual,1994.0,283940.0,9966
Education,1994.0,283940.0,9966
Simulation,1994.0,283940.0,9966
Adventure,2016.0,415840.0,2963
Casual,2016.0,415840.0,2963
Free to Play,2016.0,415840.0,2963
Adventure,2014.0,297370.0,1124
Casual,2014.0,297370.0,1124
Indie,2014.0,297370.0,1124
Action,2014.0,297370.0,1124
Adventure,2015.0,337270.0,6276
Casual,2015.0,337270.0,6276
Indie,2015.0,337270.0,6276
RPG,2015.0,337270.0,6276
Adventure,2015.0,346560.0,20755
Casual,2015.0,346560.0,20755
Indie,2015.0,346560.0,20755
RPG,2015.0,346560.0,20755
Adventure,2016.0,495960.0,4730
Casual,2016.0,495960.0,4730
Indie,2016.0,495960.0,4730
Simulation,2016.0,495960.0,4730
RPG,2016.0,495960.0,4730
Adventure,2016.0,434000.0,795
Casual,2016.0,434000.0,795
Indie,2016.0,434000.0,795
Simulation,2016.0,434000.0,795
Adventure,2016.0,513990.0,0
Casual,2016.0,513990.0,0
Indie,2016.0,513990.0,0
Strategy,2016.0,513990.0,0
Adventure,2010.0,342990.0,781
Casual,2010.0,342990.0,781
Indie,2010.0,342990.0,781
Adventure,2011.0,96000.0,66270
Casual,2011.0,96000.0,66270
Indie,2011.0,96000.0,66270
Adventure,2011.0,111010.0,1780
Casual,2011.0,111010.0,1780
Indie,2011.0,111010.0,1780
Adventure,2011.0,284750.0,17645
Casual,2011.0,284750.0,17645
Indie,2011.0,284750.0,17645
Adventure,2012.0,58230.0,19071
Casual,2012.0,58230.0,19071
Indie,2012.0,58230.0,19071
Adventure,2012.0,94303.0,669
Casual,2012.0,94303.0,669
Indie,2012.0,94303.0,669
Adventure,2012.0,259740.0,27847
Casual,2012.0,259740.0,27847
Indie,2012.0,259740.0,27847
Adventure,2012.0,284710.0,77333
Casual,2012.0,284710.0,77333
Indie,2012.0,284710.0,77333
Adventure,2012.0,284730.0,15159
Casual,2012.0,284730.0,15159
Indie,2012.0,284730.0,15159
Adventure,2013.0,261940.0,694
Casual,2013.0,261940.0,694
Indie,2013.0,261940.0,694
Adventure,2013.0,284770.0,21368
Casual,2013.0,284770.0,21368
Indie,2013.0,284770.0,21368
Adventure,2013.0,284790.0,20881
Casual,2013.0,284790.0,20881
Indie,2013.0,284790.0,20881
Adventure,2013.0,284830.0,19837
Casual,2013.0,284830.0,19837
Indie,2013.0,284830.0,19837
Adventure,2013.0,284870.0,20183
Casual,2013.0,284870.0,20183
Indie,2013.0,284870.0,20183
Adventure,2013.0,319320.0,9521
Casual,2013.0,319320.0,9521
Indie,2013.0,319320.0,9521
Adventure,2014.0,246720.0,299
Casual,2014.0,246720.0,299
Indie,2014.0,246720.0,299
Adventure,2014.0,279800.0,14346
Casual,2014.0,279800.0,14346
Indie,2014.0,279800.0,14346
Adventure,2014.0,284810.0,23087
Casual,2014.0,284810.0,23087
Indie,2014.0,284810.0,23087
Adventure,2014.0,284850.0,26358
Casual,2014.0,284850.0,26358
Indie,2014.0,284850.0,26358
Adventure,2014.0,312970.0,176
Casual,2014.0,312970.0,176
Indie,2014.0,312970.0,176
Adventure,2014.0,313360.0,4707
Casual,2014.0,313360.0,4707
Indie,2014.0,313360.0,4707
Adventure,2014.0,321150.0,36525
Casual,2014.0,321150.0,36525
Indie,2014.0,321150.0,36525
Adventure,2015.0,270230.0,36
Casual,2015.0,270230.0,36
Indie,2015.0,270230.0,36
Adventure,2015.0,320610.0,810
Casual,2015.0,320610.0,810
Indie,2015.0,320610.0,810
Adventure,2015.0,324710.0,1220
Casual,2015.0,324710.0,1220
Indie,2015.0,324710.0,1220
Adventure,2015.0,340310.0,19468
Casual,2015.0,340310.0,19468
Indie,2015.0,340310.0,19468
Adventure,2015.0,345540.0,3138
Casual,2015.0,345540.0,3138
Indie,2015.0,345540.0,3138
Adventure,2015.0,349740.0,0
Casual,2015.0,349740.0,0
Indie,2015.0,349740.0,0
Adventure,2015.0,354680.0,1860
Casual,2015.0,354680.0,1860
Indie,2015.0,354680.0,1860
Adventure,2015.0,358090.0,25512
Casual,2015.0,358090.0,25512
Indie,2015.0,358090.0,25512
Adventure,2015.0,390200.0,11375
Casual,2015.0,390200.0,11375
Indie,2015.0,390200.0,11375
Adventure,2015.0,391340.0,9781
Casual,2015.0,391340.0,9781
Indie,2015.0,391340.0,9781
Adventure,2015.0,395860.0,2150
Casual,2015.0,395860.0,2150
Indie,2015.0,395860.0,2150
Adventure,2015.0,403180.0,4555
Casual,2015.0,403180.0,4555
Indie,2015.0,403180.0,4555
Adventure,2015.0,403510.0,10389
Casual,2015.0,403510.0,10389
Indie,2015.0,403510.0,10389
Adventure,2015.0,408280.0,4566
Casual,2015.0,408280.0,4566
Indie,2015.0,408280.0,4566
Adventure,2015.0,414660.0,5110
Casual,2015.0,414660.0,5110
Indie,2015.0,414660.0,5110
Adventure,2015.0,418440.0,0
Casual,2015.0,418440.0,0
Indie,2015.0,418440.0,0
Adventure,2015.0,430020.0,8111
Casual,2015.0,430020.0,8111
Indie,2015.0,430020.0,8111
Adventure,2016.0,351940.0,1498
Casual,2016.0,351940.0,1498
Indie,2016.0,351940.0,1498
Adventure,2016.0,406870.0,3231
Casual,2016.0,406870.0,3231
Indie,2016.0,406870.0,3231
Adventure,2016.0,421120.0,3970
Casual,2016.0,421120.0,3970
Indie,2016.0,421120.0,3970
Adventure,2016.0,426790.0,29743
Casual,2016.0,426790.0,29743
Indie,2016.0,426790.0,29743
Adventure,2016.0,427550.0,3692
Casual,2016.0,427550.0,3692
Indie,2016.0,427550.0,3692
Adventure,2016.0,429600.0,7063
Casual,2016.0,429600.0,7063
Indie,2016.0,429600.0,7063
Adventure,2016.0,429610.0,4233
Casual,2016.0,429610.0,4233
Indie,2016.0,429610.0,4233
Adventure,2016.0,458470.0,1023
Casual,2016.0,458470.0,1023
Indie,2016.0,458470.0,1023
Adventure,2016.0,458480.0,2659
Casual,2016.0,458480.0,2659
Indie,2016.0,458480.0,2659
Adventure,2016.0,463030.0,294
Casual,2016.0,463030.0,294
Indie,2016.0,463030.0,294
Adventure,2016.0,464960.0,1483
Casual,2016.0,464960.0,1483
Indie,2016.0,464960.0,1483
Adventure,2016.0,465170.0,338
Casual,2016.0,465170.0,338
Indie,2016.0,465170.0,338
Adventure,2016.0,466490.0,2973
Casual,2016.0,466490.0,2973
Indie,2016.0,466490.0,2973
Adventure,2016.0,490390.0,6969
Casual,2016.0,490390.0,6969
Indie,2016.0,490390.0,6969
Adventure,2016.0,493720.0,149
Casual,2016.0,493720.0,149
Indie,2016.0,493720.0,149
Adventure,2016.0,495110.0,772
Casual,2016.0,495110.0,772
Indie,2016.0,495110.0,772
Adventure,2017.0,375580.0,2677
Casual,2017.0,375580.0,2677
RPG,2017.0,375580.0,2677
Indie,2017.0,375580.0,2677
Simulation,2017.0,375580.0,2677
Strategy,2017.0,375580.0,2677
Adventure,2015.0,349460.0,4713
Casual,2015.0,349460.0,4713
RPG,2015.0,349460.0,4713
Indie,2015.0,349460.0,4713
Strategy,2015.0,349460.0,4713
Adventure,2015.0,381850.0,48
Casual,2015.0,381850.0,48
Racing,2015.0,381850.0,48
Adventure,2016.0,454170.0,6511
Casual,2016.0,454170.0,6511
Simulation,2016.0,454170.0,6511
Indie,2016.0,454170.0,6511
Action,2016.0,454170.0,6511
Adventure,2013.0,352740.0,7614
Casual,2013.0,352740.0,7614
Simulation,2013.0,352740.0,7614
Adventure,2015.0,381010.0,0
Casual,2015.0,381010.0,0
Simulation,2015.0,381010.0,0
Adventure,2015.0,409920.0,1
Casual,2015.0,409920.0,1
Simulation,2015.0,409920.0,1
Adventure,2016.0,492280.0,1605
Casual,2016.0,492280.0,1605
Simulation,2016.0,492280.0,1605
Adventure,2015.0,340720.0,2286
Casual,2015.0,340720.0,2286
Strategy,2015.0,340720.0,2286
Indie,2015.0,340720.0,2286
Adventure,2009.0,35600.0,5856
Casual,2009.0,35600.0,5856
Strategy,2009.0,35600.0,5856
Adventure,1992.0,283920.0,2492
Casual,1992.0,283920.0,2492
Adventure,1993.0,63600.0,9842
Casual,1993.0,63600.0,9842
Adventure,1993.0,294650.0,1570
Casual,1993.0,294650.0,1570
Adventure,1994.0,257260.0,606
Casual,1994.0,257260.0,606
Adventure,1996.0,283960.0,16683
Casual,1996.0,283960.0,16683
Adventure,1996.0,294530.0,9716
Casual,1996.0,294530.0,9716
Adventure,1997.0,63610.0,16729
Casual,1997.0,63610.0,16729
Adventure,1997.0,283980.0,12145
Casual,1997.0,283980.0,12145
Adventure,1997.0,294670.0,1521
Casual,1997.0,294670.0,1521
Adventure,1997.0,356210.0,8
Casual,1997.0,356210.0,8
Adventure,1998.0,292280.0,123
Casual,1998.0,292280.0,123
Adventure,1998.0,292780.0,5375
Casual,1998.0,292780.0,5375
Adventure,1998.0,294540.0,1800
Casual,1998.0,294540.0,1800
Adventure,1998.0,294680.0,831
Casual,1998.0,294680.0,831
Adventure,1999.0,292240.0,4546
Casual,1999.0,292240.0,4546
Adventure,1999.0,294550.0,1159
Casual,1999.0,294550.0,1159
Adventure,2000.0,289320.0,45
Casual,2000.0,289320.0,45
Adventure,2000.0,292300.0,2088
Casual,2000.0,292300.0,2088
Adventure,2000.0,292800.0,50199
Casual,2000.0,292800.0,50199
Adventure,2001.0,289820.0,43
Casual,2001.0,289820.0,43
Adventure,2001.0,292260.0,2999
Casual,2001.0,292260.0,2999
Adventure,2001.0,294570.0,766
Casual,2001.0,294570.0,766
Adventure,2001.0,302170.0,312
Casual,2001.0,302170.0,312
Adventure,2001.0,302190.0,989
Casual,2001.0,302190.0,989
Adventure,2001.0,302390.0,459
Casual,2001.0,302390.0,459
Adventure,2002.0,46500.0,57241
Casual,2002.0,46500.0,57241
Adventure,2003.0,292820.0,718
Casual,2003.0,292820.0,718
Adventure,2004.0,63650.0,6892
Casual,2004.0,63650.0,6892
Adventure,2005.0,302180.0,1380
Casual,2005.0,302180.0,1380
Adventure,2006.0,3260.0,5190
Casual,2006.0,3260.0,5190
Adventure,2007.0,299160.0,1025
Casual,2007.0,299160.0,1025
Adventure,2008.0,31870.0,427
Casual,2008.0,31870.0,427
Adventure,2008.0,320650.0,3630
Casual,2008.0,320650.0,3630
Adventure,2009.0,32140.0,1634
Casual,2009.0,32140.0,1634
Adventure,2010.0,36320.0,0
Casual,2010.0,36320.0,0
Adventure,2010.0,90400.0,1101
Casual,2010.0,90400.0,1101
Adventure,2010.0,209230.0,4753
Casual,2010.0,209230.0,4753
Adventure,2010.0,299150.0,1120
Casual,2010.0,299150.0,1120
Adventure,2010.0,299180.0,1538
Casual,2010.0,299180.0,1538
Adventure,2011.0,51060.0,1736
Casual,2011.0,51060.0,1736
Adventure,2011.0,63660.0,5291
Casual,2011.0,63660.0,5291
Adventure,2011.0,94590.0,27119
Casual,2011.0,94590.0,27119
Adventure,2011.0,94620.0,7756
Casual,2011.0,94620.0,7756
Adventure,2011.0,251870.0,100241
Casual,2011.0,251870.0,100241
Adventure,2011.0,362740.0,181
Casual,2011.0,362740.0,181
Adventure,2012.0,208110.0,3106
Casual,2012.0,208110.0,3106
Adventure,2012.0,208620.0,2113
Casual,2012.0,208620.0,2113
Adventure,2012.0,208630.0,3280
Casual,2012.0,208630.0,3280
Adventure,2012.0,208640.0,3650
Casual,2012.0,208640.0,3650
Adventure,2012.0,260550.0,2397
Casual,2012.0,260550.0,2397
Adventure,2012.0,397970.0,171
Casual,2012.0,397970.0,171
Adventure,2013.0,227600.0,21370
Casual,2013.0,227600.0,21370
Adventure,2013.0,302730.0,379
Casual,2013.0,302730.0,379
Adventure,2014.0,260570.0,6123
Casual,2014.0,260570.0,6123
Adventure,2014.0,264320.0,15405
Casual,2014.0,264320.0,15405
Adventure,2014.0,277110.0,4840
Casual,2014.0,277110.0,4840
Adventure,2014.0,277270.0,4062
Casual,2014.0,277270.0,4062
Adventure,2014.0,286540.0,1017
Casual,2014.0,286540.0,1017
Adventure,2014.0,287720.0,400
Casual,2014.0,287720.0,400
Adventure,2014.0,288630.0,117
Casual,2014.0,288630.0,117
Adventure,2014.0,288670.0,539
Casual,2014.0,288670.0,539
Adventure,2014.0,288840.0,850
Casual,2014.0,288840.0,850
Adventure,2014.0,288970.0,276
Casual,2014.0,288970.0,276
Adventure,2014.0,289260.0,221
Casual,2014.0,289260.0,221
Adventure,2014.0,289800.0,737
Casual,2014.0,289800.0,737
Adventure,2014.0,289840.0,1538
Casual,2014.0,289840.0,1538
Adventure,2014.0,291630.0,845
Casual,2014.0,291630.0,845
Adventure,2014.0,291640.0,206
Casual,2014.0,291640.0,206
Adventure,2014.0,292660.0,693
Casual,2014.0,292660.0,693
Adventure,2014.0,292670.0,1135
Casual,2014.0,292670.0,1135
Adventure,2014.0,314510.0,314
Casual,2014.0,314510.0,314
Adventure,2014.0,330840.0,843201
Casual,2014.0,330840.0,843201
Adventure,2014.0,336760.0,0
Casual,2014.0,336760.0,0
Adventure,2014.0,336770.0,0
Casual,2014.0,336770.0,0
Adventure,2014.0,397960.0,211
